id;at;content;opinion;post_id;account_id
340;2012-06-15T02:26:44.704739;President nice hard what opportunity key treatment respond.;SUPPORT;17;83
341;1998-06-11T13:24:32.332323;That on huge decade rate.;DEFAULT;43;90
342;2015-01-26T02:17:06.497369;Cultural stage assume strategy course natural great.;NEUTRAL;30;89
343;2000-09-14T01:00:22.399937;Hot night determine best society occur.;OPPOSED;16;34
344;2015-05-29T10:37:51.461587;Institution though easy general establish one song itself.;SUPPORT;69;95
345;2024-07-08T22:31:25.141003;Whom walk recently article.;DEFAULT;44;26
346;1970-12-15T19:06:34.748373;Low open determine authority order.;SUPPORT;42;69
347;1995-02-09T06:47:26.095037;Suddenly modern drug maybe sign.;OPPOSED;56;14
348;2022-03-08T18:01:57.873740;Like he there sport little.;NEUTRAL;46;51
349;1977-03-15T09:16:21.070597;Ground staff item seem pressure.;NEUTRAL;99;85
350;1995-09-24T21:54:00.070900;Movement Democrat year hot test law.;SUPPORT;44;93
351;1977-08-20T16:42:08.511460;Any everything politics himself.;SUPPORT;36;62
352;2015-02-06T13:33:59.239897;Consumer do radio base wide issue.;NEUTRAL;82;100
353;2000-01-16T19:38:08.247870;Fall more avoid shake animal finish important.;DEFAULT;37;8
354;1982-12-05T17:11:50.259026;Professor account white behind stock little.;DEFAULT;49;85
355;2005-12-21T09:46:59.092544;Program keep stock man voice why control.;NEUTRAL;59;44
356;1995-06-15T07:29:07.095671;Itself seek hear ground air sometimes.;NEUTRAL;75;84
357;2000-12-10T10:33:32.665876;Pretty none fund authority financial leave our.;DEFAULT;71;65
358;1980-02-15T04:19:38.004578;Though share explain hard maybe of.;SUPPORT;53;86
359;2008-05-11T14:16:28.139391;Main yet why action appear last.;SUPPORT;36;54
360;1991-05-31T19:36:25.399985;Relate subject wife race.;DEFAULT;97;27
361;2006-04-16T15:25:48.433219;Mr case represent question.;SUPPORT;7;82
362;1971-05-04T13:49:45.411806;Opportunity little decision.;DEFAULT;41;20
363;2005-10-17T13:51:09.653456;Thing professor marriage thing themselves get.;NEUTRAL;75;88
364;1997-06-21T17:26:43.068541;Any according research talk.;NEUTRAL;79;4
365;1990-06-11T21:38:48.090300;Large always in arm detail media.;SUPPORT;57;62
366;2011-08-09T13:47:35.775466;Something level relationship change project TV he.;OPPOSED;8;18
367;2016-11-17T03:56:10.761791;Eye kid technology us sense chair.;DEFAULT;1;53
368;2007-10-18T18:25:51.690306;Exactly party bill program dinner leg clear.;OPPOSED;25;49
369;2013-09-27T02:55:32.110066;Like could candidate truth.;DEFAULT;21;78
370;1983-12-31T14:41:02.526050;Although nice quite structure anyone hold.;NEUTRAL;2;56
371;1990-10-19T22:05:39.336044;More number actually low watch nation back pass.;OPPOSED;51;28
372;1979-07-20T15:01:58.317995;Skill process travel clear including itself.;NEUTRAL;89;73
373;1974-06-30T13:19:23.053569;Identify provide positive.;DEFAULT;97;79
374;2014-09-12T13:04:04.811418;A blue probably care star.;NEUTRAL;71;70
375;1985-07-14T06:36:51.895168;Your approach art employee police various rich reach.;OPPOSED;62;97
376;2009-01-01T22:08:53.401263;Rise approach hit attorney to us protect.;OPPOSED;78;12
377;1984-08-28T20:41:31.236655;Really single outside ok focus.;NEUTRAL;8;61
378;1994-06-18T05:53:58.286936;Without else lose behavior.;DEFAULT;29;4
379;2006-03-07T22:07:48.359987;Side father respond trade not me concern.;SUPPORT;2;14
380;2025-03-10T01:07:20.849345;Able staff section economy.;SUPPORT;11;97
381;1985-12-26T16:09:25.577053;Summer feel somebody board.;NEUTRAL;16;14
382;1995-02-11T06:07:02.000954;Different so heart else end.;NEUTRAL;33;69
383;2014-03-09T18:59:44.350147;Her minute different full occur author must among.;SUPPORT;77;93
384;1993-06-30T03:02:33.207333;Another check series idea cold present.;OPPOSED;64;87
385;1970-05-28T20:03:27.128970;Week provide property day television.;NEUTRAL;61;58
386;2018-04-07T13:20:27.996808;Technology five fast well four concern.;DEFAULT;54;79
387;1971-12-29T19:21:19.123628;Together them new end.;NEUTRAL;51;31
388;1987-11-14T12:47:57.073221;Street analysis lot town sport pressure rich.;SUPPORT;50;1
389;1998-07-24T15:39:32.495421;As sound above above final also.;DEFAULT;37;81
390;1991-10-10T19:31:20.972440;Him window will agent generation manage forward.;NEUTRAL;63;39
391;1995-12-06T15:04:33.094606;Season toward worry car tell.;SUPPORT;95;39
392;1999-04-01T23:43:42.754501;Seem minute six sometimes.;NEUTRAL;52;48
393;2017-08-30T11:04:53.321662;Admit war thank lay.;DEFAULT;52;1
394;2012-09-22T13:08:30.041731;No cause become research wait third technology maybe.;NEUTRAL;63;57
395;1978-12-26T19:48:29.242008;Modern run discussion bag avoid hot.;DEFAULT;93;86
396;1987-02-16T15:27:40.118397;To Congress need police.;SUPPORT;43;81
397;1979-09-29T08:52:01.119380;Situation more pattern allow kitchen.;SUPPORT;14;6
398;1977-01-06T22:51:38.235151;Sort game business real.;OPPOSED;42;3
399;1989-08-04T15:42:34.701596;With no through tax.;SUPPORT;43;39
400;2018-03-03T22:24:39.744353;Six citizen coach recent real young capital.;DEFAULT;43;43
401;2005-10-02T15:20:25.832242;Huge change can wife.;NEUTRAL;66;7
402;1994-10-03T23:12:33.579455;According discover create hold type final cost program.;NEUTRAL;67;97
403;1974-05-20T10:06:49.454140;Have approach city.;SUPPORT;71;37
404;1980-05-21T01:06:54.633653;Evening bit discuss deal range.;SUPPORT;33;18
405;2017-08-06T02:36:06.886009;Professional around factor never describe.;DEFAULT;38;62
406;2010-08-06T18:52:38.121974;Yeah laugh future including arm foreign special.;OPPOSED;66;93
407;1979-10-15T17:11:22.300391;Seat if likely tonight.;OPPOSED;49;35
408;1984-02-23T04:43:28.862122;Ready performance letter south eight husband stage really.;OPPOSED;32;19
409;1982-09-26T05:42:40.828697;Total benefit where crime.;DEFAULT;75;92
410;2006-10-31T10:28:03.073426;Art economy voice onto box company indeed.;OPPOSED;18;35
411;2010-09-27T00:24:50.486714;Head imagine write us seven remember technology.;SUPPORT;39;44
412;2023-01-04T18:28:03.994025;Image including across what.;SUPPORT;77;92
413;2003-08-01T21:51:40.249907;Goal whose nothing eat week sport lead beat.;DEFAULT;64;29
414;2004-11-26T15:19:39.725204;Run total thought certain.;SUPPORT;50;33
415;1986-11-09T11:38:52.175549;Wrong somebody just student name million seek.;OPPOSED;34;33
416;2018-12-22T18:39:56.029086;Process article again seven street reflect.;DEFAULT;49;89
417;2005-04-09T23:23:28.572554;Tax outside young seven particularly allow.;OPPOSED;67;39
418;2010-04-03T05:58:47.690228;Major painting ever.;NEUTRAL;43;56
419;2004-12-24T12:38:40.984098;Nice source church positive evidence deep wall.;DEFAULT;53;34
420;1983-01-16T20:54:11.324064;Half all citizen.;SUPPORT;53;22
421;1970-03-27T05:42:19.490553;Moment truth alone.;SUPPORT;38;10
422;1976-09-11T15:55:13.631647;Mention dog TV national either draw.;DEFAULT;3;34
423;2019-12-28T04:55:11.762458;Your cover name within site.;SUPPORT;93;67
424;1979-04-02T23:33:23.469457;Road maintain hand.;NEUTRAL;95;86
425;2014-08-30T18:58:03.814854;Time happy fire section.;DEFAULT;65;14
426;2018-04-16T06:42:47.638190;Piece sense show security sport wrong catch.;OPPOSED;2;57
427;2015-08-20T15:40:34.707234;Perform ever card Mr agency area.;NEUTRAL;10;3
428;2011-02-21T23:06:19.033446;Former especially leg only possible.;DEFAULT;33;93
429;1976-05-13T23:28:17.998170;Past society low star table market those.;NEUTRAL;33;44
430;1973-09-09T21:40:20.767173;Skill practice opportunity.;DEFAULT;66;69
431;1992-05-28T13:02:45.110374;Idea use teach fine late.;OPPOSED;58;70
432;2007-07-13T06:02:11.513748;Daughter indeed note develop thing.;OPPOSED;45;15
433;2003-06-28T02:28:52.666334;Detail detail sit red difficult.;OPPOSED;17;83
434;1973-11-26T21:42:18.461480;Song drug cut wall nature you.;NEUTRAL;65;18
435;2009-05-06T00:26:36.984846;The local language recently book big try drop.;DEFAULT;87;47
436;2003-07-14T02:14:22.467791;Poor actually TV man need let.;OPPOSED;49;41
437;1986-11-24T11:00:21.536217;Travel appear fire everyone pattern woman alone.;DEFAULT;41;26
438;2021-08-12T04:35:16.491611;Participant although great weight shoulder later.;SUPPORT;83;23
439;2023-05-14T10:46:17.916914;Road body company during boy response hot.;SUPPORT;23;74
440;1983-02-24T09:01:29.323613;Leg relationship color behavior century.;OPPOSED;37;38
441;1982-09-27T04:14:04.885317;Cost which administration better voice.;OPPOSED;54;73
442;1970-05-05T05:29:40.952837;Nation accept military the.;SUPPORT;81;81
443;2001-11-08T03:47:06.081702;International left now note while into source interest.;DEFAULT;58;3
444;1984-09-22T00:06:01.520552;Commercial treat age road really guess.;NEUTRAL;25;26
445;1985-12-02T20:03:33.477414;Current recognize pressure gun reason.;DEFAULT;29;89
446;1986-04-15T11:22:56.778032;Particular position environment.;SUPPORT;44;61
447;1998-08-01T00:20:56.686906;Vote military add alone describe start detail.;SUPPORT;62;33
448;1981-03-26T11:49:54.824104;Game later ground effort dinner can include.;NEUTRAL;34;100
449;1992-12-14T01:00:38.682648;Here common various cup six detail.;SUPPORT;63;38
450;1978-03-27T03:59:09.394253;North safe focus degree must.;SUPPORT;59;27
451;1988-05-24T06:15:47.653775;Argue throughout choice investment design.;OPPOSED;70;92
452;1984-06-21T09:45:21.506104;Send green even foot major weight and.;NEUTRAL;3;30
453;1983-10-22T06:33:49.477343;As window big environment imagine board only.;DEFAULT;76;81
454;2022-03-14T21:11:04.809652;Already main money president.;OPPOSED;6;87
455;1981-06-24T06:23:44.038840;Simple from represent appear.;NEUTRAL;89;6
456;1987-10-17T18:59:10.556373;Least sort while government team away.;NEUTRAL;90;41
457;1980-01-13T11:57:05.441616;Despite participant energy walk their.;DEFAULT;70;4
458;2023-09-20T16:13:36.354058;You it board lead late fill difficult.;OPPOSED;17;26
459;2005-05-04T04:57:31.488328;Executive be one strong join lay movie recent.;OPPOSED;60;74
460;1978-08-07T16:37:39.695518;Time ten figure Democrat.;SUPPORT;75;78
461;2006-01-10T23:03:02.246753;Travel doctor production chance.;DEFAULT;15;88
462;1987-11-23T12:05:50.980738;Still accept issue media certain painting feel student.;DEFAULT;55;39
463;2008-12-07T05:31:14.391123;Owner experience important prove eat center force.;OPPOSED;63;59
464;1984-06-08T03:24:36.628750;Expert ball reflect method idea service mean.;SUPPORT;60;30
465;2002-01-27T14:23:38.446415;Join seven with home.;SUPPORT;82;79
466;2011-11-11T06:31:25.891543;Step up despite nice learn.;OPPOSED;71;76
467;2016-08-05T15:10:10.256779;News newspaper position large forward.;DEFAULT;7;32
468;1975-10-19T19:42:22.294092;Key south moment group significant.;SUPPORT;48;3
469;1985-06-20T15:04:39.881341;General good that state whom.;NEUTRAL;18;34
470;2017-12-13T13:14:41.046819;Manage performance stock agree matter four.;NEUTRAL;25;74
471;1991-02-10T03:57:42.562561;Board star expect go.;OPPOSED;18;3
472;2015-09-18T16:21:41.543435;Keep church ten will tax.;DEFAULT;66;62
473;1999-10-28T15:25:45.137923;So allow possible seem.;OPPOSED;17;66
474;2010-04-05T21:27:19.144053;Provide safe radio many significant on they.;OPPOSED;79;99
475;2021-02-03T13:12:52.687143;Memory civil our century project structure conference interest.;SUPPORT;72;44
476;2023-11-26T21:26:22.081910;Various fill expert table around.;OPPOSED;23;8
477;1986-07-01T21:57:52.366376;Agreement policy nearly.;SUPPORT;21;37
478;2023-12-19T15:51:14.180474;Cost response start resource answer go chance.;DEFAULT;41;3
479;2013-03-17T14:31:03.051790;Second situation born religious central it believe.;NEUTRAL;1;74
480;2011-05-25T04:44:35.322081;Man seek there responsibility share certain political.;NEUTRAL;74;68
481;2020-09-05T03:17:59.340414;Movement face language soon poor parent within.;NEUTRAL;21;49
482;2003-07-29T21:07:57.256827;Live role thing article media language wind blue.;OPPOSED;56;96
483;2007-06-04T16:52:39.771289;Blood degree bring professor move onto consumer.;NEUTRAL;16;93
484;1987-06-27T05:35:41.019759;Food concern bag early.;OPPOSED;57;27
485;1971-07-14T04:30:54.942262;Over debate our five.;NEUTRAL;14;42
486;2002-04-13T06:05:52.876235;Allow opportunity discover up where local clearly heart.;SUPPORT;57;18
487;1980-07-30T18:20:29.462806;Never court you.;OPPOSED;21;82
488;2012-04-15T15:58:25.779434;Throughout threat maintain letter chair.;DEFAULT;50;79
489;2008-07-21T17:25:33.474053;Traditional natural subject certain gas.;NEUTRAL;98;15
490;2001-04-16T17:15:03.453016;Season evening learn program deep.;DEFAULT;78;57
491;2009-01-09T15:33:17.678191;Assume can participant wear goal.;DEFAULT;58;45
492;1999-02-27T23:45:57.541745;History side century difference citizen weight.;OPPOSED;83;57
493;2022-07-06T22:24:52.189476;Test since property choose.;OPPOSED;24;100
494;1988-08-03T21:40:41.967085;Support myself lawyer provide.;SUPPORT;14;46
495;1972-06-04T21:57:01.188031;Memory turn land long successful.;OPPOSED;33;73
496;1976-10-15T00:20:38.306046;Successful city let he individual west.;NEUTRAL;1;58
497;1989-07-09T11:10:47.798383;Different great actually common give.;DEFAULT;88;72
498;2013-08-15T22:31:11.803878;Arrive door identify officer situation.;SUPPORT;88;23
499;1980-09-15T19:43:12.435646;Check billion whatever often.;SUPPORT;61;76
500;1996-12-19T14:32:50.469306;Member federal a reality.;NEUTRAL;97;4
501;1997-09-09T17:19:34.916016;Help claim about sell.;SUPPORT;84;15
502;1972-12-27T02:32:26.128590;Health every son tree.;NEUTRAL;41;70
503;2010-04-23T12:32:24.657535;Project song term area investment.;NEUTRAL;32;72
504;2010-05-02T03:49:09.122432;Modern he and drop contain along.;DEFAULT;47;55
505;1985-06-18T04:44:27.542123;Increase foreign mission picture.;NEUTRAL;35;40
506;1973-08-12T19:46:27.621313;What between hope page hope morning over believe.;SUPPORT;61;54
507;1996-03-24T22:48:45.785099;Event prevent education serve represent minute body.;NEUTRAL;60;39
508;1992-05-13T08:56:29.739429;Issue ten rule fill the quality table look.;SUPPORT;79;54
509;1982-03-26T02:57:33.312498;Fly red indeed article grow system culture.;OPPOSED;89;50
510;1990-04-16T03:18:09.149013;Ball democratic once some himself garden.;OPPOSED;30;75
511;1979-06-04T12:00:44.551526;Career picture poor how.;DEFAULT;79;48
512;2002-08-03T08:16:15.648225;Exactly dog develop movie left.;NEUTRAL;72;21
513;2016-10-12T20:47:43.678316;Republican dark trip people way.;NEUTRAL;38;82
514;1988-09-04T14:20:16.109968;Prepare include again third nature see central east.;NEUTRAL;30;24
515;1991-12-23T15:07:09.250720;Low career face per show.;DEFAULT;84;82
516;1974-06-02T01:01:38.437112;Store also democratic say walk seat care interest.;DEFAULT;95;58
517;1981-07-10T07:47:19.367078;Own reduce would hundred energy memory body.;OPPOSED;49;10
518;1991-12-30T14:06:48.167776;Mind writer edge newspaper debate arrive.;DEFAULT;25;6
519;1996-07-30T07:05:00.475085;Thing clear trouble.;DEFAULT;79;63
520;2016-03-27T22:27:50.276877;Career sort commercial too show indeed.;DEFAULT;52;31
521;2022-12-19T00:57:50.491349;Day despite artist maintain beautiful.;NEUTRAL;8;63
522;2011-11-19T01:53:36.454402;Draw military campaign teacher.;DEFAULT;73;55
523;2003-08-17T05:39:53.356832;President option out thank official modern.;NEUTRAL;68;84
524;1985-01-15T11:11:55.420533;Class member group officer technology either different.;DEFAULT;16;61
525;1974-09-14T06:28:24.633438;Better card police investment moment view long.;OPPOSED;69;32
526;2015-11-13T11:14:53.252215;Already way raise heart scene kind.;NEUTRAL;60;93
527;2001-05-27T22:25:43.796601;Population meeting unit last pattern message speak market.;NEUTRAL;95;35
528;2014-07-27T12:31:38.766654;Product sure ever six.;OPPOSED;33;78
529;2006-11-06T11:22:27.239924;Appear them agent kitchen human possible concern.;DEFAULT;79;77
530;2020-07-15T07:13:42.049376;Firm within ability goal.;NEUTRAL;65;97
531;2021-10-23T09:22:33.143160;Include capital including share.;OPPOSED;29;21
532;2004-10-30T03:24:32.058211;Build nice eight door subject go while pass.;NEUTRAL;59;46
533;2017-08-10T03:20:08.374157;Language several institution whose worry experience same final.;NEUTRAL;66;78
534;2015-03-22T18:25:14.858725;Company black big foreign decision laugh.;NEUTRAL;38;43
535;1976-03-16T02:11:12.232401;Know lay check wear.;NEUTRAL;41;62
536;1999-11-24T10:26:01.806106;Deep interview try early area feeling.;DEFAULT;38;5
537;1988-04-26T09:02:59.671040;Example responsibility choose process deep ask.;SUPPORT;23;74
538;1994-01-09T13:59:32.739127;Herself answer its film finish.;NEUTRAL;98;93
539;2019-12-29T04:53:22.421199;Able federal cold director fear gas home.;OPPOSED;75;15
540;1981-12-10T13:28:55.920417;Consider office agree argue suffer cultural positive that.;NEUTRAL;71;63
541;1977-04-13T03:29:57.758689;Parent responsibility officer professional marriage teach.;DEFAULT;89;76
542;2013-08-14T02:13:40.589559;Training home investment.;SUPPORT;51;8
543;1988-07-01T22:26:19.550077;From unit particular quickly arm name.;SUPPORT;34;82
544;2000-02-24T22:10:07.361231;Realize report article drop must.;SUPPORT;82;52
545;1995-06-25T21:39:46.512384;According suddenly her among.;OPPOSED;25;57
546;2025-09-23T11:02:27.816636;Fall beat while.;SUPPORT;3;20
547;1980-04-14T01:22:07.019873;Lay add my real.;OPPOSED;52;1
548;2010-03-05T03:30:17.088103;Hear meet various explain minute for purpose.;NEUTRAL;74;35
549;2014-08-05T07:34:40.127253;Glass care financial common network receive.;OPPOSED;60;19
550;1992-10-17T10:06:44.976090;Inside green first.;OPPOSED;61;38
551;1987-05-19T06:43:08.670600;All four rich the.;NEUTRAL;81;1
552;1977-05-29T19:57:13.855381;Early seat there board.;DEFAULT;58;89
553;2001-05-09T08:58:18.956918;Car either politics me alone.;DEFAULT;90;46
554;1991-03-26T21:46:12.895357;Relationship fish discuss visit either can safe.;SUPPORT;43;25
555;2013-09-21T07:46:52.123038;Remain must week ahead shoulder meet offer oil.;SUPPORT;10;28
556;2014-05-27T23:11:34.144679;Science always tough.;DEFAULT;39;78
557;1998-12-08T00:06:51.958204;Again account international prove consumer old matter.;DEFAULT;5;22
558;1971-05-15T18:38:36.220527;Manage technology here and.;NEUTRAL;25;89
559;1970-09-18T09:22:34.319787;Key reason player dinner surface short.;OPPOSED;70;31
560;2024-03-03T12:34:38.305455;Citizen will whom language.;OPPOSED;82;59
561;2013-07-22T05:51:02.307500;Financial positive real how.;DEFAULT;4;58
562;2000-08-29T10:46:17.802528;Well woman region wonder heavy.;SUPPORT;4;72
563;1990-02-27T03:35:12.656655;Develop ago traditional.;NEUTRAL;56;95
564;2009-09-28T12:00:45.825493;International reflect blood tree much.;SUPPORT;23;60
565;1990-12-04T06:07:45.198931;Out newspaper capital because hotel music necessary common.;SUPPORT;75;32
566;2013-08-01T07:05:46.127051;Time land here.;NEUTRAL;18;11
567;2019-09-08T09:50:53.081945;Order behind fast beautiful also.;OPPOSED;5;75
568;1978-03-17T01:56:24.223088;Watch product partner young.;NEUTRAL;93;25
569;2016-07-26T07:14:54.649832;Around hear half.;NEUTRAL;39;48
570;1999-03-29T08:18:37.882437;Education still add will.;OPPOSED;61;29
571;2008-05-23T11:38:02.645265;Office continue base already close serious mouth.;OPPOSED;64;73
572;1996-11-06T08:50:27.764533;Vote stage control century able million.;DEFAULT;7;72
573;1971-05-09T06:00:39.435084;Region sing east follow pull despite entire.;SUPPORT;21;41
574;2013-09-25T04:54:06.922140;Product field those each unit.;NEUTRAL;81;7
575;2003-09-26T15:08:22.344244;Inside price no interest phone idea.;OPPOSED;44;27
576;2014-04-28T05:14:20.444934;Report win safe Republican ago necessary bag.;OPPOSED;33;55
577;1976-08-23T22:38:09.250130;Free tonight fly green money attack fund training.;DEFAULT;54;91
578;2021-02-03T07:20:30.324270;Son space table government.;OPPOSED;94;94
579;2021-04-16T19:19:54.483962;Majority help fact relationship.;NEUTRAL;19;20
580;2015-09-29T10:53:28.210462;I admit south.;DEFAULT;11;60
581;2012-04-22T21:50:49.954703;Behind officer computer fight break teacher institution.;OPPOSED;69;72
582;1981-07-04T13:19:39.483675;Hold single close raise relate increase with attorney.;DEFAULT;49;69
583;1980-02-27T13:20:23.349296;About return commercial build pass event adult.;NEUTRAL;2;67
584;2009-05-10T16:24:25.995555;Perform fish customer almost.;DEFAULT;27;96
585;2006-12-03T02:32:46.285167;Personal pressure various affect enough.;OPPOSED;53;86
586;1994-02-25T02:40:02.922300;Feeling population speech cell add might.;SUPPORT;85;89
587;2005-10-17T04:58:20.568111;Good voice director become.;DEFAULT;72;54
588;1978-03-08T07:23:11.328952;Shake energy this federal movement your meet.;NEUTRAL;21;15
589;1996-05-07T19:26:56.476745;Training important wish large should.;SUPPORT;2;29
590;2000-03-20T10:09:45.744448;Argue determine discussion response glass hotel probably.;SUPPORT;69;74
591;1984-12-23T18:57:01.437173;Charge describe car list style action.;NEUTRAL;43;4
592;1996-07-08T07:06:59.026686;Its especially week task accept record sort.;OPPOSED;70;93
593;2016-12-11T18:42:43.013909;Indicate significant third before animal officer.;NEUTRAL;64;36
594;2022-11-13T19:34:06.795326;Determine institution teach game consumer determine.;OPPOSED;10;94
595;1972-04-13T11:03:33.098972;Lose country future well I image face.;NEUTRAL;72;54
596;2010-01-01T12:19:08.209394;Hour rather draw prevent.;SUPPORT;68;11
597;1976-02-04T21:31:03.191418;Top bit former hand suggest what the.;OPPOSED;74;8
598;2009-11-09T08:15:34.547864;Position skin society yourself marriage next prevent.;NEUTRAL;11;37
599;2021-01-23T15:51:04.157292;Onto radio how price.;SUPPORT;32;24
600;1986-07-13T05:57:37.519474;Charge station magazine heart.;DEFAULT;81;9
601;2010-01-04T10:15:42.136860;Life meet nearly religious look.;DEFAULT;17;29
602;2009-10-02T08:19:51.731824;Final friend table themselves.;NEUTRAL;51;31
603;1998-07-24T18:20:50.797253;Huge new general move wonder will base.;OPPOSED;2;1
604;1988-01-01T21:34:45.906076;One traditional manage major above.;DEFAULT;2;55
605;2025-05-30T06:20:28.823514;Husband right something her prevent miss.;NEUTRAL;67;92
606;1994-05-30T07:59:05.534385;Particularly nothing it history appear.;DEFAULT;15;49
607;1970-10-13T21:23:18.146906;More quite something contain couple media event.;OPPOSED;57;85
608;1977-03-24T13:44:45.296543;Add able Mr writer particular room health.;OPPOSED;4;14
609;2016-01-02T14:32:30.779103;Seven reality say.;NEUTRAL;17;27
610;2025-06-19T08:11:40.471740;Require week provide.;SUPPORT;79;81
611;2020-12-21T08:28:29.133952;Determine no word treat attack field give.;NEUTRAL;90;91
612;1973-02-03T12:40:27.863877;Education computer visit smile start.;DEFAULT;4;54
613;1987-11-16T14:49:30.230532;Technology future reason enter.;NEUTRAL;99;81
614;1970-11-03T12:40:04.543077;Thank glass let window.;NEUTRAL;46;13
615;1995-01-06T12:58:31.126358;Practice allow out eat standard.;SUPPORT;31;75
616;2006-05-04T14:18:40.191218;Director whose respond city gas foreign respond.;NEUTRAL;63;98
617;2012-04-16T21:04:33.097199;Find relationship Democrat news agree try who.;OPPOSED;23;42
618;2016-08-17T21:24:37.014899;Notice movie condition difficult lead.;SUPPORT;37;9
619;1976-05-04T01:33:34.489791;Bag alone brother few anyone.;DEFAULT;38;99
620;2007-10-13T18:03:44.628749;Address offer arrive sea much cell leave.;NEUTRAL;16;98
621;1972-04-30T21:32:27.613357;Police election population simply prepare improve kid.;DEFAULT;36;80
622;1972-05-24T00:23:25.519341;Night wait include.;SUPPORT;37;48
623;2014-06-05T13:32:59.781595;System firm show letter others.;OPPOSED;57;73
624;1997-12-19T22:21:58.400546;Concern that themselves become hour sometimes.;OPPOSED;10;36
625;2015-02-22T08:27:37.209171;Able close listen go could audience.;SUPPORT;70;33
626;2022-08-25T22:02:24.018201;He audience space worry.;OPPOSED;68;41
627;1989-07-03T19:37:52.773713;Risk something political mean reveal.;DEFAULT;70;97
628;1979-12-26T18:35:09.563951;Team staff account eat Congress hair financial.;OPPOSED;7;15
629;1986-06-09T15:50:33.875597;Class first country hit pick practice develop increase.;DEFAULT;66;70
630;1987-11-03T21:51:05.368957;Push us year early hot.;DEFAULT;50;94
631;2013-05-19T15:22:53.898271;Miss yes will father imagine Democrat media.;SUPPORT;74;39
632;2013-02-16T17:37:10.630061;Add above improve discussion option but.;DEFAULT;59;22
633;2016-11-13T03:32:22.703053;Serious give include exactly nearly speech.;DEFAULT;47;15
634;1993-06-26T18:40:50.696170;Important walk authority type step affect.;OPPOSED;72;39
635;2009-02-16T23:57:21.837677;Bring relate clear room.;OPPOSED;94;81
636;2002-04-16T15:51:05.624206;Up author build thing growth age.;SUPPORT;3;64
637;2020-03-07T09:32:33.338614;Who attention support.;NEUTRAL;48;7
638;2005-12-12T08:05:01.829172;Style area there page attack cut himself sound.;SUPPORT;30;8
639;2003-01-27T03:54:07.941345;Throughout beautiful herself machine analysis entire political beat.;OPPOSED;87;36
640;2010-09-04T01:48:09.106065;Big region use argue.;NEUTRAL;91;72
641;1975-05-12T18:41:39.923006;Continue likely go back writer reveal despite.;SUPPORT;7;17
642;1993-02-21T04:35:54.246635;Million themselves school.;DEFAULT;63;96
643;1973-11-07T09:04:50.213410;Listen treatment doctor share establish.;OPPOSED;76;54
644;1985-07-04T01:40:55.715489;Worry general owner attention know former.;NEUTRAL;43;24
645;2007-10-23T05:49:24.899019;Ten reveal fill soon out minute positive.;NEUTRAL;61;18
646;1974-08-14T06:31:52.228166;Reduce type rule rise.;OPPOSED;76;21
647;2018-04-16T01:25:08.801439;Church nice pick modern.;OPPOSED;68;17
648;1970-05-29T05:09:19.202675;Center available store administration politics nature.;DEFAULT;52;54
649;1986-09-27T07:09:41.266024;Father amount organization campaign.;SUPPORT;93;88
650;1977-03-17T11:37:36.907342;Majority product tend care.;DEFAULT;65;47
651;1973-12-13T01:53:59.293937;Cold prevent song treat leg.;SUPPORT;11;90
652;1971-07-06T17:16:16.726469;Note town simple agree about condition tonight.;NEUTRAL;72;27
653;2003-05-14T01:07:53.152318;Bar third perform.;NEUTRAL;20;10
654;2025-08-28T20:22:29.843020;Campaign eight appear need loss worker resource.;OPPOSED;76;47
655;1989-12-26T20:39:23.699425;Suddenly candidate evening team example design social.;DEFAULT;53;88
656;2000-06-03T09:36:16.208060;View early show by.;NEUTRAL;49;88
657;2023-02-12T21:37:26.307091;Top apply fly listen sister.;DEFAULT;12;47
658;1991-01-04T18:54:29.048722;History idea billion successful consider hand.;SUPPORT;54;44
659;1975-10-15T01:25:40.710243;Learn consumer discover culture right actually.;OPPOSED;78;9
660;1995-11-01T06:23:08.994879;Citizen deep but film skill north but.;DEFAULT;81;23
661;1973-04-24T11:41:36.530404;Produce poor small society rest.;SUPPORT;5;52
662;2003-09-05T05:28:31.995970;Notice people blood.;OPPOSED;27;62
663;2006-04-24T16:54:28.094161;Current hot very.;SUPPORT;83;37
664;1971-01-12T17:09:56.348435;Training final see return campaign size.;OPPOSED;52;71
665;2024-07-16T10:48:57.291003;Represent personal reality send.;OPPOSED;97;17
666;2013-11-02T15:00:55.669703;Lose individual provide.;OPPOSED;46;95
667;1996-11-16T20:26:40.203267;Fight to box well across.;DEFAULT;80;42
668;1970-06-09T17:40:49.414021;Mention security walk traditional dog chair.;OPPOSED;43;93
669;1974-09-25T23:10:39.678560;They appear raise late kitchen issue which.;DEFAULT;57;63
670;2004-10-29T12:36:26.666995;Single risk so keep current fish idea.;NEUTRAL;14;20
671;1989-08-17T10:41:27.063497;Trade agency view establish up memory wish.;DEFAULT;94;75
672;1993-03-31T12:48:01.221677;Growth meeting dinner support.;NEUTRAL;56;11
673;1996-04-09T19:56:38.365591;Alone poor save.;OPPOSED;26;45
674;1997-12-06T14:30:53.036369;Set appear present ever throw later score.;SUPPORT;77;12
675;2023-05-07T16:43:03.243709;Share learn laugh toward magazine.;DEFAULT;33;45
676;1985-07-10T06:30:19.978752;Must health positive system join peace.;OPPOSED;33;35
